Topic,Count,Name,Representation,Representative_Docs
-1,2782,-1_znam_ljubav_al_nema,"['znam', 'ljubav', 'al', 'nema', 'srce', 'dan', 'kako', 'vise', 'tako', 'ljubavi']","['Vidi…\nVolim u polumraku\nDa vidim tvoju siluetu\nNa krevetu, ti si dobro telo\nI um u paketu\nSpolja snazna kad\nIznutra sve se rusi\nTi si jedna jedina,\nTi kao druge nisi\nSada vidim\nDa prestala je kisa\nPoplava je nestala\nNoc je tisa\nPa sam opet\nNa svojim nogama\nBabarogama sam rekao zbogom,\nIdem sa tobom\nA znam da ti smeta\nSto me vezuju za druge zene\nZa mene ne postoji\nNi jedna druga\nOne su prolazne sve\nKao staze prasnjave\nSa tobom prosao sam sve faze,\nImam putokaze\nZemlju ne dodirujes\nKada hodas\nJos da dodam\nDa mi prija kada dodas\nDa nisi stvorena\nSamo da se dobro prodas,\nI kao u snu,\nTi me podizes visoko\nA drzis na tlu\nZa mene ti si tu uvek,\nI u dobru i zlu\nI ja za tebe,\nNa vrhu i na dnu\nI dobro znas, da mogu,\nDa bih ti dao ceo svet na dlanu,\nSve u jednom danu, jer ti si ta\nJa sam tamo gde si ti\nKad kazem ja, ja mislim mi\nI neka znaju svi\nOna sto mi treba, to si ti\nU mom svetu ja sam kralj,\nA ti si kruna\nSto mi treba\nProtiv olujnog neba\nDa se zajedno borimo\nSuncan dan da stvorimo\nI idemo dalje\nJedno drugom\nDa damo postovanje\nKo medalje\nNista manje, samo snaga,\nNikakva patetika\nU ovom svetu losih estetika\nSvestan sam\nDa mi smo iznad toga\nJa verujem u tebe\nPa u Boga\nZato me pusti\nDa te vodim svojim putem\nPrati me, shvati me\nAko padnem,\nPodigni me, vrati me\nNa pravi put,\nAli opet cu da vodim\nI ponovo da se rodim\nJa bih opet isto\nU snovima te vidim\nKao ocima\nU ova tri minuta\nHocu da te nacrtam recima\nDrugi te smaraju,\nJa sam onaj pravi za tebe\nSebe cuvam za tebe\nA tebe cuvam za sebe\nI na kraju cele price rezime,\nHocu da nosis moje prezime\nJos dana kad si rekla\nPovezi me\nZnao sam gde vodi ovaj put\nI sta god da mi kazes\nNe mogu da budem ljut', 'Ljudi veruju da zivot je usputna stavnica,\nKao da vecnost je vatra a njihov zivot varnica…\nGreska klasicna, zivis u necemu daleko od istine,\nSlazes pajse, a slazes u glavi al onda zivot pritisne,\nPrevise posla previse bola,\nSlika od jedanput prsne, pa realnost ostane gola,\nTad budi spreman da zablistas il nestanes,\nOtvori oci vidi svet, zar zelis biti deo te prestave,\nPritisak gura na pogresne smernice,\nTera da zuris, tera da juris,\nTera da gubis i ludis pa zmuris,\nAl’ sklopljenih ociju se ne luta po plocniku,\nMa koliko da se nadas-padas to su pravila grada,\nZivotom svojim vladaj,\nKad treba udarac zadaj,\nSvet je okrutan prema nekima ti se sine laktaj,\nOdaberi najsjajniju zvezdu i ne ispustaj pravac…\nAko gledas u zemlju ne ucis da letis vec da padas…\nAl ja verujem u tebe i vatru u tvojim ocima,\nTi si dzoker, kombinacija koja mora da dobija,\nTi si taj papirni zmaj koji kupujem svojim snovima,\nSad pustam da vetar te oduva,ostani jak i uzivaj…\nNiko ne voli ruzan san,\nKoji im nudi ovaj grad,\nNiko ne voli sa suzama da bori se sam,\nA ti nemoj bezati samo se dizi od tla,\nSamo juri taj plan,\nA nebo uvek ceka jer nebo je kraj…\nLjudi veruju u stvari sto ocekuju,\nTi cekas ljude oni druge stvari cekaju,\nCekaju priliku kad primakne se prava,\nZaborave i brata, brate, reci sta ces sada.\nVideo si noc i njoj video bol,\nVideo si zlo svaki blok je bol,\nJa sam setao bez ikoga kada krene nizbrdo,\nNekad popijem i bezim da bi sranje izdrzo.\nVratim se kuci, brate, opet zora,\nLegnes i pitas, brate, dokle moram,\nJa nisam mogao, brate, nesto da presecem,\nI djavo mi se smeje i kroz smeh me pita: “Gde ces”?\nJa bez odgovora, odgovora sebi i drugima,\nKo bez bola hoda on je dobar sebi i drugima.\nSetao po kraju tu mi beton nice, kume,\nDa ulica je zena mi bi snimili duet…\nAli je spremna na revans kada sebe joj uzmes,\nBudi svoj i nedaj da te uzme, druze…\nNiko ne voli ruzan san,\nKoji im nudi ovaj grad,\nNiko ne voli sa suzama da bori se sam,\nA ti nemoj bezati samo se dizi od tla,\nSamo juri taj plan,\nA nebo uvek ceka jer nebo je kraj…\nVideo si ulicu, pa kako ti se cini?\nJeste svuda tama djavo seta u blizini,\nDa l’ si vid’o kraj,jesi l’ ga zavoleo?\nJa jesam, jos od prvog dana kada sam prohodao,\nA kad te neko pita nesto reci, brate, ne znam,\nI bolje je da ne znas, svaki zivot jeste sjeban.\nU kraju imam drugove, al’ retko ko je trezan,\nNaopako do zore, a onda sve ispocetka.\nSve je tamno, bar se zivoti takvi vode,\nPa ne vidi se ni sta bolje ni gore ni dole,\nAko imas problem, resavaj ga sto pre,\nJer zivot ovde prodje kao vetar preko vode.\nKada budes leg’o, izaberi svoj san,\nZivi zivot takav, brate, zivi svaki dan.\nKada budes hteo zakoraci jos dalje,\nZivot nema granice nebo pozdrave ti salje…\nNiko ne voli ruzan san,\nKoji im nudi ovaj grad,\nNiko ne voli sa suzama da bori se sam,\nA ti nemoj bezati samo se dizi od tla,\nSamo juri taj plan,\nA nebo uvek ceka jer nebo je kraj…', 'Jos jedno od onih noci\nKoje traju dugo\nPredugo bez sna\nKada pocnu da bole sve izgubljene bitke\nCak i one koje sam davno zaboravio\nIli sam bar mislio da jesam\nKada shvatim gde sam\nI kad pomislim kuda…\nKako mrzim kada mi kazu svet je tvoj\nTo je laz\nSamo fraza, gde je tu draz\nSamo prividna extaza\nVaza za nove lazi, kazu kazi\nDa li bi laku zaradu, kazem vazi\nI poletim gore da zagrlim nebo\nAli se setim da ne znam da letim…\nJebi ga kasno se setim\nI bolan pad u ovaj crni grad\nNikada nije bolelo kao sad\nBeogard mi je jos jednom pokazao svoju tamnu stranu\nSvaku manu spreman da iskoristi u svakom danu\nI kada pomislim sad sam na dnu\nPocnem da propadam, a i dalje sam tu\nNa istom mestu samo sa manje volje\nManje vere u bolje oko mene lazni prijatelji, drolje\nKazu nebo je limit, a ovde nebo je blizu\nDani prolaze u nizu\nJos jednu krizu prebrodio\nKoliko god mastao i prastao, pratio i vodio\nIzgleda da imamo neku bolest retku\nCeo zivot ispocetka, ceo zivot na pocetku…\nNoc, sve je crno iznad grada…\nI cekam dan da svane, mrak da nestane..\nI ova kisa ne prestaje da pada\nKapi kao suze teku niz prozore…\nPotpuno sam sam, jer vise ne verujem nikom\nSvi su me prodali svi traze neku korist\nVerujem samo andjelu sa dobro poznatim likom\nDugo sedim i pricam sa njom, sa njenom slikom\nMoje oci joj govore sve, nisu potrebne reci, NE!, ona me razume..\nI jedino sto mogu je da opet pomolim se bogu\nDa cuva je gore kad nije mogao ovde\nNocne more su velike kao more\nU krevetu se davim do zore, moje misli se bore\nDa nadju put iz mraka, ali noc svaka prodje a i dalje stoji…\nZidovi ko cvrst da glava me vec boli\nKazu voli neko moli na ranu stavi soli\nPa ga polij benzinom i zapali\nIzdrzacu sta mi fali sto ste stali\nNista mi niste dali\nDani mi prolaze u nizu\nHocu vise kada trazim kazu tise…\nOpet se davim u ovom sivilu,\nI po pravilu nestajem u nistavilu…\nNoc, sve je crno iznad grada…\nI cekam dan da svane mrak da nestane..\nI ova kisa ne prestaje da pada,\nKapi kao suze teku niz prozore…\nOpet je lose, dobijam krose,\nIpak stojim, brojim po ko zna koji put malo se bojim\nBorim se protiv celog sveta nesto da stvorim\nMoj svaki pokusaj leta, nekom smeta\nZato povukao sam crtu i bezim odavde\nU vrtu dobre nade, svako krade, nema nade\nImam svoju viziju, vise ne gledam televiziju\nRadim samo ono sto volim, sve probam da prebolim\nGranice oko mene, s jedne strane ona i ja\nS druge strane ceo svet, ona vrlo dobro zna\nDa nema pomoci sa strane, svako leci svoje rane\nKrije mane, to nikada nece da stane\nSvako moje kretanje, je sletanje\nSvako plivanje je uzvodno, retko kad plodno\nAli i dalje tvrdoglavo teram po svom\nJer nije svaka oluja brodolom…\nNoc, sve je crno iznad grada…\nI cekam dan da svane mrak da nestane…\nI ova kisa ne prestaje da pada\nKapi kao suze teku niz prozore…']"
0,296,0_ljubav_srce_ljubavi_nemam,"['ljubav', 'srce', 'ljubavi', 'nemam', 'znam', 'kako', 'nema', 'vise', 'nikad', 'ako']","['Trazio si sve, sve sam ti dala\ntebi reci ne nikad nisam znala\ncitav moj si svijet\nza drugi necu da znam\nZaveo si me, lijepo si to znao\nljubila sam te, srce si mi krao\njasno mi je sve\nsad kad ostavljas me\nJa te volim, od ljubavi sva gorim\npaticu i plakacu, al’ necu da molim\nja svoje srce i sve sam ti dala\na od tebe ni oprosti, ni hvala\nJa te ljubim i znam da te gubim\njos uvijek sanjam da srecna se budim\ns gorkim suzama, s mukom se borim\numrijecu radje, al’ necu da molim\nZaklinj’o si se, ljubav obecav’o\nnadala sam se, snagu si mi dav’o\nkao nikad prije\nsanjala sam nestvarne sne\nUzeo si sve, lazi si mi dao\nizgubila sam sve i nije mi zao\nimala sam bar\njedno ludo mastanje i zar', 'Ja nemam ljubavi,\nZa drugove i drolje sto me danas vole.\nJa nemam ljubavi,\nZa ove i one, sto vole kad sam dole.\nJa nemam ljubavi,\nJer ako to je ljubav ja opet zelim bolje.\nJa nemam ljubavi,\nZa sve one sto mi ne daju da uzmem sta je moje.\nJuce mi je ona rekla da me voli,\nDanas je njemu ona rekla da je lozi.\nJuce mi je ona rekla da sam bolji,\nDanas me ne voli a sutra ne postojim.\nOprosti ljubavi, dolazim bez cveca.\nSrecan ti rodjendan, njemu budi lepa.\nNe bih da ulazim, ne bih da vam smetam.\nUgasite svetla dok ide moja pesma.\nPozeli zelju, ja ti zelim srecu.\nKad pozelis Relju i suze same krecu.\nZaboravi moj broj sacuvaj ponos,\nNije da sam dobro al’ najgore je proslo.\nSad zivim takav zivot ne verujem nikom,\nKa?e? nisam takav bio vid’o sam toliko lazi,\nKoliko trazi ta ljubav toliko patim ne ostajem duzan.\nJa nemam ljubavi,\nZa drugove i drolje sto me danas vole.\nJa nemam ljubavi,\nZa ove i one, sto vole kad sam dole.\nJa nemam ljubavi,\nJer ako to je ljubav ja opet zelim bolje.\nJa nemam ljubavi,\nZa sve one sto mi ne daju da uzmem sta je moje.\nNisu lazi, nisu obmane,\nTvoja mala nije vise, vise kao pre.\nMislio si da ona mnogo voli te,\nAli otisla je nocas u neki novi svet.\nSada je u klubu i sad je pola 5,\nSada su vec belo tu probale.\nI nije ona sama, tu su druge ostale,\nKoje ce na gajbi matori da tovare.\nVoli ona tebe ali vise dolare,\nA jedino sto zna jeste samo dobar seks.\nDruze moj ne zovi je i ne voli je.\nAko riba drolja postane ona ostaje, zauvek.\nPusti je da bude sta bude,\nTo su sve zivoti za nule.\nJa imao sam takvu druze\nI mislio sam da cu da umrem.\nKada budu krenule suze\nPusti neka oci zazmure.\nKada budes hteo da je psujes\nPusti neka usta zacute.\nJa nemam ljubavi,\nZa drugove i drolje sto me danas vole.\nJa nemam ljubavi,\nZa ove i one, sto vole kad sam dole.\nJa nemam ljubavi\nJer ako to je ljubav ja opet zelim bolje.\nJa nemam ljubavi,\nZa sve one sto mi ne daju da uzmem sta je moje.', 'Znas ko te voli najvise…Znas ko te voli bejbe…Relja…\nKada kazem volim te, znas to nisu samo reci,\nKada kazem jedina, znas da pricam o tebi,\nI dan, i noc, i tuga i bol…\nCak i da postoji lepse veruj mi ne zelim to,\nZelim samo nas, ma koliko god da boli,\nZelim samo da znas, da se bojim u noci,\nNe znam dal’ cu moci, veruj ne znam dal’ ce proci,\nAli zelim da verujem, da kraj ne postoji,\nSama znas da ne mogu sam…\nKada nema te kraj mene, ja sam vise nego slab,\nObuzima me strah sedim sam gutam plac,\nAlkohol u suzama, ja pijan cekam dan…\nA sutra ista prica, sreco moja,\nTi sa njim, ja sam plivam u talasima bola,\nNisam znao kako, nisam znao da te cuvam,\nIzvini kad te povredim, valjda i to je ljubav,\nA jesi jedina, samo ti znas da me razdvojis,\nA da me opet navodis, da jos vise se zaljubim,\nJa bio sam najbolji, ali cesto i najgori,\nTo je zato sto sam pi*ka, sto se plasila da zavoli,\nOprosti za suze, sto su tekle zbog mene,\nSreco, veruj kajem se, al’ ne mogu da vratim vreme,\nSve sto mogu da ti kazem, valjda nece se ponoviti,\nI da iz dana u dan, ja vise cu te voleti,\nAko povredim te opet, znaces da srce gresi,\nAko izgubim te opet, znaces da ne znam gde bi’,\nKada svaka rec te lomi, svaka uspomena boli,\nBejbe znam da ces znati ko te najvise voli…x2\nKada gubio sam sebe, tada cuvao sam tebe,\nKad’ izgubio sam tebe, tad’ izgubio sam sebe,\nJa sam pukao, lutao, gutao sam suze,\nKada me emocija uzme, ja sam se drk’o na druge,\nNoci su me guzvale, reci su me skrhkale,\nOve su oci lutale, ne bi li dosle do utehe,\nPotpuno same, ili uz drugare,\nPa zahvali se njima sto su mogli da me shvate,\nDa me vrate iz tame, da me prate i dalje,\nDa me podignu iz blata, kada nisam im’o snage,\nShvati da su oni zasluzni sto smo zajedno,\nJer da nema njih, ja bih i dalje padao,\nSad’ je sve drugacije, iako je isto,\nResio sam da zaboravim, sve sto je bilo,\nMnogo je teze, ali valjda bice lepse,\nSreco reci dal’ si spremna novu pricu da podneses,\nSkapir’o bih da neces, ali ne i da nesmes,\nBejbe shvati ljubav boli, ali bol vodi do srece,\nBicu uz tebe, ma sta god da se desi,\nOpet bejbe znas da to nisu samo reci,\nPusti srce da te vodi, pusti Relju da te vodi,\nKada zapitas se zasto… Seti se sta smo prosli,\nProcicemo mnogo, jos vise sve,\nAko nestanu svi, znaj Relja voli te…\nSad i zauvek!!!\nAko povredim te opet, znaces da srce gresi,\nAko izgubim te opet, znaces da ne znam gde bi’,\nKada svaka rec te lomi, svaka uspomena boli,\nBejbe znam da ces znati ko te najvise voli…']"
1,141,1_dan_sunce_noc_će,"['dan', 'sunce', 'noc', 'će', 'more', 'san', 'gas', 'kako', 'malo', 'jutro']","['2002. mi ćemo poć na Misec\nU miru da provedemo lito\nJer od pustih turisti ča će doć nam na more\nNi okrenit se necć moć nitko\n2002. sve bit će na botune\nI samo ćeš morat pritiskat njih\nI imat ćeš ča zamislit\nJoj ča će onda, onda lipo bit\n2002. godine, godine na svitu\nAjme ča će tek onda lipo bit\nLipo bit u Splitu\n2002. godine, godine na svitu\nAjme ča će tek onda lipo bit\nLipo bit u Splitu\n2002. svak će imat novi stan\nA ribe s Marsa bit će svaki dan\nSvak će dobit telefon i imat ćemo stadion\nNa njemu će igrat svjetski šampion\n2002. sve bit će automatik\nA onda nam neće tribat radit\nKompjuteri će mislit za nas\nA mi ćemo samo pivat po cili dan\n2002. godine, godine na svitu\nAjme ča će tek onda lipo bit\nLipo bit u Splitu\n2002. godine, godine na svitu\nAjme ča će tek onda lipo bit\nLipo bit u Splitu', 'Pobjegnimo koji dan na more\nPobjegnimo sat il’ dva\nLose mi se pise, ide mi sve gore\nPobjegnimo ti i ja.\nOvdje ima malo neba\nOvdje ima manje ptica\nSjene nam se vjecno slazu\nMeni preko srca\nTebi preko lica.\nOvdje nema niceg pravog\nTelevizor, lica ista\nTamo kasna zvona zvone\nSvjeza posteljina\nTijelo tvoje blista.\nPobjegnimo koji dan na more\nPobjegnimo sat il’ dva\nLose mi se pise, ide mi sve gore\nPobjegnimo ti i ja.\nPobjegnimo koji dan na more\nNek’ sve ovo nosi vrag\nOvdje samo staris i sakupljas bore\nZametnimo svaki trag, ti i ja.\nMi bi tamo jednog jutra\nKao zmije koze svukli\nPopili bi bijelu kafu\nUdarci su ovdje potajni i mukli\nPobjegnimo koji dan na more …', 'Pobjegnimo koji dan na more\nPobjegnimo sat il’ dva\nLose mi se pise, ide mi sve gore\nPobjegnimo ti i ja.\nOvdje ima malo neba\nOvdje ima manje ptica\nSjene nam se vjecno slazu\nMeni preko srca\nTebi preko lica.\nOvdje nema niceg pravog\nTelevizor, lica ista\nTamo kasna zvona zvone\nSvjeza posteljina\nTijelo tvoje blista.\nPobjegnimo koji dan na more\nPobjegnimo sat il’ dva\nLose mi se pise, ide mi sve gore\nPobjegnimo ti i ja.\nPobjegnimo koji dan na more\nNek’ sve ovo nosi vrag\nOvdje samo staris i sakupljas bore\nZametnimo svaki trag, ti i ja.\nMi bi tamo jednog jutra\nKao zmije koze svukli\nPopili bi bijelu kafu\nUdarci su ovdje potajni i mukli\nPobjegnimo koji dan na more …']"
2,129,2_la_hej_ljubav_al,"['la', 'hej', 'ljubav', 'al', 'aman', 'ljubavi', 'nema', 'los', 'reci', 'cu']","['1 2 Relja, Deniro, Grubo\nKao nekad, nikad vise\nAha, Uzice? Beograd\nTi si samo diler,\nZivis daleko od srca,\nKume, nema mame\nU facu bejzbolka kad spuca\nSve godine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola\nGodine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola\nUlica, ti i ja, zajedno vise nikada\nKad nisi imao gde, uradjen posle dva,\nMeni pozvonis na vrata, ja te primam k’o brata,\nZa tebe bio tu, iz stana kad izbaci te tata.\nDo jutra kod mene, 320 dana godisnje,\nDuvali na prozoru s pogledom na dvoriste.\nJa secam se detinjstva i tad si bio sebican,\nCesto se setim svega, ali o tome ne pricam\nJer stare slike bole.\nTi navuko se na zuto, dugo krio od mene,\nMangupski si cut’o\nJos dok si guto to sr**je, sebe si oznacio\nU SUP-u post’o poznat jer redom sve si navlacio.\nZnas da si mi znacio, a ti si me zavlacio,\nKad sam cuo da si pao, bas sam se izbedacio,\nAl’ sam bio i srecan, mislio da zatvor ce da te opameti\nKad moja ljubav nije, ni oni drugarski saveti…\nSve godine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola\nGodine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola\nOseti Beograd, ostar bol pod kozom,\nUlica i ortak, frke sa skolom,\nSve sto si pros’o manje-vise bolno\nVise vise nego manje ali daleko od dobrog\nProbao si mnogo i uglavnom padao,\nZajeban par puta, vise puta zajeb’o\nI sebe i druge, al’ ne krijes suze\nOrtaci su tu ma kako god da bude.\nJer kao jedno prosli ste kroz najgore frke\nOd palice do marice, od marice do stanice,\nPa batice snadji se, vrati se, plati sve\nDa ti se kasnije ne naplati duplo.\nSitno je krupno, ti se cimas za minimum\nJer si prepusten riziku i nemas drugu priliku\nI sitnis da se smiris kad ispizdis,\nAl’ nemoj da mislis da ortaci su cisti jer ne znas ko sta ti mota iza ledja\nI ne znas kroz sta prolaze do sverca\nCale i keva kad te kupi interventna\nI tebi je bedak, ali dovoljno si sjeban.\nSreca je secanje, pa seca te na zezanje,\nJa srecem te, a ne znam te, a tolko se znamo\nGodine su prosle kao jedan dan,\nNocas, ulica, ti i ja kao nekada!\nSve godine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola\nGodine su prosle kao jedan dan,\nUlice su plakale, plakao sam ja,\nKao nekad, ti i ja,\nNocas nista nije isto osim ulice i bola', 'Cemu sada tuzni pogledi\nKad znas da gotovo je sve\nCemu sad oprosti mi\nKad se natrag ne moze\nO kasno je, suzama se vatre ne gase\nZasto opet natrag dolazis\nKad znas da gotovo je sve\nMi smo ples otplesali\nNikad vise ja i ti\nO kasno je, suzama se vatre\nSuzama se vatre ne gase\nJos me boli, jos ziva je slika\nTe usne koje volim ljubile su drugoga\nLa la la la la la la, jos je jedina pjesma\nLa la la la la la la, jedna ostala\nCemu sada tuzni pogledi\nKad znas da gotovo je sve\nNema smisla plakati\nKad se natrag nemoze\nO kasno je, suzama se vatre\nSuzama se vatre ne gase\nJos me boli, jos ziva je slika\nTe usne koje volim ljubile su drugoga', 'Kad je zega i vrucina\nLa, la, la, la, la, la, la\nPrija hladna tekucina\nLa, la, la, la, la\nSjeverni i juzni pol\nLa, la, la, la, la, la, la\nGriju se na alkohol\nLa, la, la, la, la\nSamnom nije bilo lako\nSve sam spisk’o i onako\nMoja mala, mnogo hvala\nLjubavni me nosi zanos\nZato pijem navrat nanos\nMoja mala, mnogo hvala\nSto me nisi odmah upucala\nDanas dijete, sutra starac\nZivot vrijedi petoparac\nMoja mala, mnogo hvala\nLjubavni me nosi zanos\nZato pijem navrat nanos\nMoja mala, mnogo hvala\nSto me nisi odmah upucala\nZiva bila sto si promasila\nKad mislim na zenski rod\nLa, la, la, la, la, la, la\nDimim kao parobrod\nLa, la, la, la, la\nPodignimo krigle svi\nLa, la, la, la, la, la, la\nPijani od ljubavi\nSvi od ljubavi']"
3,128,3_reci_igraj_znam_tako,"['reci', 'igraj', 'znam', 'tako', 'malo', 'mala', 'kako', 'ajde', 'ma', 'lo']","['Spusti se dole uhvati ga jako,\nBudi malo tisa ne mora da zna svako,\nPa znas da volim kada tako tesko dises,\nNaslonjen na vrata sad u oblake se dises.\nSamo lagano ja hocu da traje, sto duze moje lepo emotivno stanje\nMogu i bez jedne, brate mogu i bez hrane,\nAl’ ne mogu bez tebe pa ni da mi plate,\nJer da mi plate ja kupio bih kurvu,\nSve pare dao bi, ja dao bi za turu,\nJer jako volim te dodire sa ustima,\nDa bi bilo bolje ona pomogne sa prstima…\nKada smo u kolima najbolje to radi ne treba mi klima\nOna jako dobro hladi sve,\nKozna sedista po tockovima sve,\nOtvori prozore i zapali cvet\nUgasi svetlo oci mi sijaju odavno sam rek’o\nNoci mi prijaju,\nKazu da sam neko pice sipaju pa pipaju,\nUsmerim ih nize one vole da se igraju,\nNe zmuri ne zuri ja to volim lagano,\nFinocu mi ne glumi znas sta hocu sad da radimo,\nSagni se, bice lepo malo nize,\nPravi se fina, jer fino ga lize,\nOvo je ljubav samo pomeranje granice,\nI nije suva malo pomerene tangice,\nI nije kurva ona je moj andjeo,\nProbudi se djavo kad u mraku mi se nadjemo,\nUzivam uzimam srce i telo,\nVise ne zna gde je pa me pita “sta bi hteo”\nTo sto sam hteo to sam i jeb’o,\nKuliram i dotako sam nebo…\nDecko ne zna kad sam pijan kad sam trezan… i ne zna kako dobre ribe setam\nSamo gleda ispod oka kada udjemo u lokal\nVina bokal castim odma’ da odvedem te do kola ti si jako dobro dete nisam ovde da te jebem, stvarno s tobom bi do jutra ali imam obaveze kupi mi viski sedni pored mene,  vidi papiri svi cisti\nImam sertifikat smeker,\nJa je pustim da se spusti ona pocne da ga ljubi, nokti dugi, prsti brzi.\nJezikom po njemu kruzi,\nUzmi ljubi posle pljuni, viski puzi ti do guzi, digni grudi pa ga gurni\nTi si mokra u sekundi,\nA sad stisni zube seceru prebacujem u trecu,\nZajebana voznja, leva traka u Mercedesu,\nRezervoar kad pun je potrosim pola pumpe,\nOve kucke vole brzo pa po gradu pruzim gume…', 'Veza k’o veza… na pocetku sve bude fino\nA onda se otkriju prava lica, padnu maske,\nNa sve to dodje malo ljubomore…cisto da zacini malo\nI sta se dobije? Evo…\nCim izadjem iz kuce ti me smaras\nZoves telefonom, saljes sms, mislis da te varam (a?)\nSamo tenziju mi stvaras\nAlo, otiso sam da se vidim s nekim drugarima iz kraja (bre!)\nPa jel moram da se pravdam svaki put? (svaki put)\nPosle me pitas sto sam ljut (kako sto?!?)\nI onda klasika, „pa ti mene ne volis\nKad izlazis s ortacima mene nikad ne vodis“\nJa znam da smo zajedno vec dugo (jeste)\nMislis da cu sad da pozelim nesto drugo?\nPa si nervozna, pa ne pricamo danima\nGde sam bio, s kim sam bio, samo to te zanima (alo bre!)\nGde je tu ljubav, gde su ona osecanja sa pocetka veze\nOvo sad je skroz bezveze (da)\nStalno nesto dramis, svadjas se, grebes\nJa sam protiv celog sveta, jos i ti me jebes…Ti To Zoves Ljubav?\nPa zar ti to zoves ljubav,\nReci mi\nGde si videla zeno da tako to treba?\nPa zar ti to zoves ljubav\nReci mi\nGde si videla zeno i ko ti je rek’o?\nNe mogu sa starim drustvom vise da popijem ni pivo\nOdmah krenes da me zracis, pominjes sve zivo (sve)\nPosle ti bude krivo ali tada vec je kasno\nSto si tako ljubomorna, to mi nikad nece biti jasno (nikad)\n100 puta sam ti rek’o glasno (ej), samo tebe volim (ej)\nI da budes razumna, vise necu da te molim (necu)\nStalno mi pricas da lazem i da nesto krijem\nDa previse izlazim i da pijem\nZasto ne dam ti mobilni da vidis slike\n“sta ce ti u imeniku zene ovolike?“ (eeee)\nVidim opet si kopala po kompu\nCim us’o sam na vrata na mene bacila si klompu (alo bre!)\n“My Space, Facebook, sta ce ti sad to (e)\nZar ti nisam dovoljna, je li nesreco???“ (uuuuu)\n“pa sta ti mislis, ja nisam bilo ko“\nOnda ceo dan se setas po gajbi zlovoljno…Ti To Zoves Ljubav?\nEto…\nSto je jedan moj dobar prijatelj davno, davno rekao…kaze…\n„Brate, nasa veza ti je, ono, borba…pa onda borba… i borba brate…\nPa onda…onda tenzija… i tako to ide u krug', 'Ja sam kulijana batice,\nZnas me, ako ne, onda svatices,\nNosim airmax patike,\nU grudima je srce, u rukama novcanice.\nDa da, da da, prepoznaj me po obrvi,\nNe ne, mala ne nedam odmah mobilni,\nZnam ti bi sve od jednom,\nMozemo kod mene pa polako sve to redom.\nDa, danas svako ti je rodjeni,\nSutra ti rodjeni, nisu ni na dodjem ti,\nSamo iskuliras to, pustis bit da vozi,\nSlusas hit dok vozis, to je trip novi,\nOvo su novi hitovi, mi dobri ko stil novi\nKoji volis, Cvija i elita u lovi mala,\nProbaj da nas ulovis…\nSvako vece svakog dana, samo kulijana\nSvako vece svakog sata, kulijana\nI ti mi reci, kulijana\nNebitno gde si, kulijana\nSta da se desi, kulijana\nSamo,samo, kulijana\nJa sam ortak skockan fino ko Pacino,\nZivot je kocka, ja za ribe sam kazino,\nKazu da ja s Drimom fino, kada ih privodimo,\nKurve sam pridobio, ti si selo bir’o,\nCvijo matori, reci im kako je (brate)\nKulijana, da tako je,\nSta kako je sipaj viski s ledom,\nSvako dno tako je, pa mala je sa Reljom.\nEvo devedeset prvo, drugo, trece,\nSvako drugo vece, tu stvarno dugo klece\nBas puno dece, bi sa mnom puna srece,\nVec sam im reko samo lay back bejbe,\nA znas da posle vole, da ih cekam posle skole,\nJa je spustim posle dole, bude dobra, posle ode,\nOvde ostanem ja, da ima koga da sanja,\nKad legne da spava, samo kulijana…\nSvako vece svakog dana, samo kulijana\nSvako vece svakog sata, kulijana\nI ti mi reci, kulijana\nNebitno gde si, kulijana\nSta da se desi, kulijana\nSamo,samo, kulijana\nA ja sam jako mali bio kad sa shatio da\nZivot zivi samo onaj koji prati svoj san,\nJa sam ostao sam, pa sam platio gram,\nTad sam shvatio grad da zeli da umrem mlad.\nBoze, reci kako sve ide,\nPare se trose na flase i ribe,\nMnoge su prosle, al’ se vrate da me vide,\nI ajmo opet da sjebemo cifre,\nA ja sam lik koga znate iz kraja,\nI sve te klinke me prate do stana,\nDodju do vrata, tada shvate da spavam,\nI svaki dan srce stane zbog para,\nI vidis mene, vidis sto stepeni,\nNjih sto se sredi, njih sto se sledi,\nAjde kreni, svasta izdesavalo se,\nNismo hteli, ma mnogo overavalo se\nSvako vece svakog dana, samo kulijana\nSvako vece svakog sata, kulijana\nI ti mi reci, kulijana\nNebitno gde si, kulijana\nSta da se desi, kulijana\nSamo,samo, kulijana']"
